band,channel,index,macaddr,mode,radio_name,radio_type,spatial_stream,status,tx_power,utilization,ap_ap_deployment_mode,ap_client_count,ap_firmware_version,ap_group_name,ap_ip_address,ap_macaddr,ap_model,ap_name,ap_public_ip_address,ap_last_modified
3,,2,RADIO_751d51f7daa8,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,0,10.6.0.3_90581,Bellaterra,IP_55973ed0090d,AP_273ddfd2661a,635,AP-SPAU07,158.109.XXX.XXX,1749733568
1,36,0,RADIO_c77c7a9752a2,0,Radio 5 GHz,802.11ax,2x2:2,Up,21.0,1.0,IAP,2,10.6.0.3_90581,Bellaterra,IP_65b1c55bce2d,AP_13ac4dbbd125,635,AP-CIEN57,158.109.XXX.XXX,1747088799
0,11,1,RADIO_1379bc28965f,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,10.0,5.0,IAP,2,10.6.0.3_90581,Bellaterra,IP_65b1c55bce2d,AP_13ac4dbbd125,635,AP-CIEN57,158.109.XXX.XXX,1747088799
3,,2,RADIO_345a9878a27d,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,2,10.6.0.3_90581,Bellaterra,IP_65b1c55bce2d,AP_13ac4dbbd125,635,AP-CIEN57,158.109.XXX.XXX,1747088799
1,40,0,RADIO_a8a65e000cd3,0,Radio 5 GHz,802.11ax,2x2:2,Up,21.0,1.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_73b9cc17850a,AP_81c6506bf2a3,635,AP-CIEN56,158.109.XXX.XXX,1747356467
0,1,1,RADIO_d2f050a6c315,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,10.0,19.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_73b9cc17850a,AP_81c6506bf2a3,635,AP-CIEN56,158.109.XXX.XXX,1747356467
3,,2,RADIO_1d717fb9199a,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,0,10.6.0.3_90581,Bellaterra,IP_73b9cc17850a,AP_81c6506bf2a3,635,AP-CIEN56,158.109.XXX.XXX,1747356467
1,140,0,RADIO_a1e877b54cd1,0,Radio 5 GHz,802.11ax,2x2:2,Up,15.0,1.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_55b48c2979d6,AP_c511616b0c02,635,AP-CIEN49,158.109.XXX.XXX,1747356292
0,11,1,RADIO_d4b09d63b568,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,8.0,26.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_55b48c2979d6,AP_c511616b0c02,635,AP-CIEN49,158.109.XXX.XXX,1747356292
3,,2,RADIO_499d180c55cd,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,0,10.6.0.3_90581,Bellaterra,IP_55b48c2979d6,AP_c511616b0c02,635,AP-CIEN49,158.109.XXX.XXX,1747356292
1,116,0,RADIO_5ecf18b974cc,0,Radio 5 GHz,802.11ax,2x2:2,Up,17.0,5.0,IAP,7,10.6.0.3_90581,Bellaterra,IP_04d46f86ba55,AP_3552f8f28b18,635,AP-CIEN126,158.109.XXX.XXX,1747923011
0,1,1,RADIO_c162183cba7c,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,9.0,65.0,IAP,7,10.6.0.3_90581,Bellaterra,IP_04d46f86ba55,AP_3552f8f28b18,635,AP-CIEN126,158.109.XXX.XXX,1747923011
3,,2,RADIO_63d415afae31,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,7,10.6.0.3_90581,Bellaterra,IP_04d46f86ba55,AP_3552f8f28b18,635,AP-CIEN126,158.109.XXX.XXX,1747923011
1,108,0,RADIO_e7df797d2549,0,Radio 5 GHz,802.11ax,2x2:2,Up,15.0,2.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_3ab25dfef79f,AP_0b3cb6c85660,635,AP-SPAU05,158.109.XXX.XXX,1749440165
0,6,1,RADIO_b59144af81f9,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,3.0,32.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_3ab25dfef79f,AP_0b3cb6c85660,635,AP-SPAU05,158.109.XXX.XXX,1749440165
3,,2,RADIO_c3aacdfe1503,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,0,10.6.0.3_90581,Bellaterra,IP_3ab25dfef79f,AP_0b3cb6c85660,635,AP-SPAU05,158.109.XXX.XXX,1749440165
1,116,0,RADIO_0686cb3f0e70,0,Radio 5 GHz,802.11ax,2x2:2,Up,16.0,2.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_f1a88dd3ed1a,AP_595434391b4d,635,AP-TAULI14,158.109.XXX.XXX,1749641058
0,6,1,RADIO_350651e90d7f,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,10.0,20.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_f1a88dd3ed1a,AP_595434391b4d,635,AP-TAULI14,158.109.XXX.XXX,1749641058
3,,2,RADIO_da72b53cf7d1,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,1,10.6.0.3_90581,Bellaterra,IP_f1a88dd3ed1a,AP_595434391b4d,635,AP-TAULI14,158.109.XXX.XXX,1749641058
1,136,0,RADIO_764c297d92da,0,Radio 5 GHz,802.11ax,2x2:2,Up,15.0,2.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_b058d74fb3f2,AP_a386d1a88c90,635,AP-SPAU06,158.109.XXX.XXX,1749497125
0,11,1,RADIO_9a33a3d017e6,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,3.0,41.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_b058d74fb3f2,AP_a386d1a88c90,635,AP-SPAU06,158.109.XXX.XXX,1749497125
3,,2,RADIO_7d00a7f982c6,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,1,10.6.0.3_90581,Bellaterra,IP_b058d74fb3f2,AP_a386d1a88c90,635,AP-SPAU06,158.109.XXX.XXX,1749497125
1,132,0,RADIO_7192cf096e4d,0,Radio 5 GHz,802.11ax,2x2:2,Up,18.0,3.0,IAP,3,10.6.0.3_90581,Bellaterra,IP_2fd0ad68a250,AP_2d3029936fd5,635,AP-TAULI13,158.109.XXX.XXX,1749641058
0,1,1,RADIO_52f796d09070,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,11.0,32.0,IAP,3,10.6.0.3_90581,Bellaterra,IP_2fd0ad68a250,AP_2d3029936fd5,635,AP-TAULI13,158.109.XXX.XXX,1749641058
3,,2,RADIO_a0dad131504a,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,3,10.6.0.3_90581,Bellaterra,IP_2fd0ad68a250,AP_2d3029936fd5,635,AP-TAULI13,158.109.XXX.XXX,1749641058
1,100,0,RADIO_374cd6bfc42a,0,Radio 5 GHz,802.11ax,2x2:2,Up,17.0,2.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_7b058f944532,AP_d7da86fb3afe,635,AP-VH15,158.109.XXX.XXX,1749717005
0,1,1,RADIO_bce65226743b,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,11.0,40.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_7b058f944532,AP_d7da86fb3afe,635,AP-VH15,158.109.XXX.XXX,1749717005
3,,2,RADIO_8708331de9a3,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,1,10.6.0.3_90581,Bellaterra,IP_7b058f944532,AP_d7da86fb3afe,635,AP-VH15,158.109.XXX.XXX,1749717005
1,52,0,RADIO_af12f7f40c02,0,Radio 5 GHz,802.11ax,2x2:2,Up,15.0,1.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_10755ff78b34,AP_34dc71bc1552,635,AP-SPAU04,158.109.XXX.XXX,1749775376
0,11,1,RADIO_c9cbafd31a4d,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,8.0,57.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_10755ff78b34,AP_34dc71bc1552,635,AP-SPAU04,158.109.XXX.XXX,1749775376
3,,2,RADIO_89d15038a344,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,1,10.6.0.3_90581,Bellaterra,IP_10755ff78b34,AP_34dc71bc1552,635,AP-SPAU04,158.109.XXX.XXX,1749775376
1,136,0,RADIO_b9fdc578dbb4,0,Radio 5 GHz,802.11ax,2x2:2,Up,21.0,3.0,IAP,2,10.6.0.3_90581,Bellaterra,IP_2e8d89ddde8f,AP_5bd5994aca63,635,AP-SPAU02,158.109.XXX.XXX,1749714899
0,6,1,RADIO_65656da7402f,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,10.0,25.0,IAP,2,10.6.0.3_90581,Bellaterra,IP_2e8d89ddde8f,AP_5bd5994aca63,635,AP-SPAU02,158.109.XXX.XXX,1749714899
3,,2,RADIO_2933ad780b5f,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,2,10.6.0.3_90581,Bellaterra,IP_2e8d89ddde8f,AP_5bd5994aca63,635,AP-SPAU02,158.109.XXX.XXX,1749714899
1,132,0,RADIO_2908de384eee,0,Radio 5 GHz,802.11ax,2x2:2,Up,21.0,7.0,IAP,2,10.6.0.3_90581,Bellaterra,IP_5f17a185467f,AP_79443e2b6bca,635,AP-EDBLANC23,158.109.XXX.XXX,1745940769
0,1,1,RADIO_86b0846c13a0,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,12.0,66.0,IAP,2,10.6.0.3_90581,Bellaterra,IP_5f17a185467f,AP_79443e2b6bca,635,AP-EDBLANC23,158.109.XXX.XXX,1745940769
3,,2,RADIO_ae7fe5d87126,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,2,10.6.0.3_90581,Bellaterra,IP_5f17a185467f,AP_79443e2b6bca,635,AP-EDBLANC23,158.109.XXX.XXX,1745940769
1,48,0,RADIO_1fe22a8451f5,0,Radio 5 GHz,802.11ax,2x2:2,Up,15.0,2.0,IAP,5,10.6.0.3_90581,Bellaterra,IP_790989bdcc98,AP_d8dcc775b566,635,AP-SPAU03,158.109.XXX.XXX,1749806126
0,1,1,RADIO_a323d1fe81bb,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,7.0,52.0,IAP,5,10.6.0.3_90581,Bellaterra,IP_790989bdcc98,AP_d8dcc775b566,635,AP-SPAU03,158.109.XXX.XXX,1749806126
3,,2,RADIO_22db20d90bbc,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,5,10.6.0.3_90581,Bellaterra,IP_790989bdcc98,AP_d8dcc775b566,635,AP-SPAU03,158.109.XXX.XXX,1749806126
1,48,0,RADIO_f55139a0c415,0,Radio 5 GHz,802.11ax,2x2:2,Up,16.0,2.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_522cb6297cf7,AP_5d098a935c00,635,AP-TAULI10,158.109.XXX.XXX,1749640443
0,6,1,RADIO_994276c7d93a,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,11.0,32.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_522cb6297cf7,AP_5d098a935c00,635,AP-TAULI10,158.109.XXX.XXX,1749640443
3,,2,RADIO_d3827cad1e6a,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,0,10.6.0.3_90581,Bellaterra,IP_522cb6297cf7,AP_5d098a935c00,635,AP-TAULI10,158.109.XXX.XXX,1749640443
1,64,0,RADIO_efde2b45bc49,0,Radio 5 GHz,802.11ax,2x2:2,Up,19.0,2.0,IAP,4,10.6.0.3_90581,Bellaterra,IP_0556dc057d7d,AP_153df4d31441,635,AP-TAULI15,158.109.XXX.XXX,1749641057
0,1,1,RADIO_bf518c786cd4,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,11.0,31.0,IAP,4,10.6.0.3_90581,Bellaterra,IP_0556dc057d7d,AP_153df4d31441,635,AP-TAULI15,158.109.XXX.XXX,1749641057
3,,2,RADIO_e577215dc803,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,4,10.6.0.3_90581,Bellaterra,IP_0556dc057d7d,AP_153df4d31441,635,AP-TAULI15,158.109.XXX.XXX,1749641057
1,52,0,RADIO_9437e366be82,0,Radio 5 GHz,802.11ax,2x2:2,Up,16.0,3.0,IAP,3,10.6.0.3_90581,Bellaterra,IP_5229cd1406d9,AP_7d003ffe572c,635,AP-TAULI16,158.109.XXX.XXX,1749641059
0,11,1,RADIO_5a8d40acacd0,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,11.0,32.0,IAP,3,10.6.0.3_90581,Bellaterra,IP_5229cd1406d9,AP_7d003ffe572c,635,AP-TAULI16,158.109.XXX.XXX,1749641059
3,,2,RADIO_34c3f15066f7,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,3,10.6.0.3_90581,Bellaterra,IP_5229cd1406d9,AP_7d003ffe572c,635,AP-TAULI16,158.109.XXX.XXX,1749641059
1,140,0,RADIO_8475f26d0895,0,Radio 5 GHz,802.11ax,2x2:2,Up,16.0,2.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_86505561c017,AP_0f357e82913d,635,AP-TAULI09,158.109.XXX.XXX,1749640438
0,1,1,RADIO_87c0271e1f39,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,10.0,28.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_86505561c017,AP_0f357e82913d,635,AP-TAULI09,158.109.XXX.XXX,1749640438
3,,2,RADIO_4800c322a6ae,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,1,10.6.0.3_90581,Bellaterra,IP_86505561c017,AP_0f357e82913d,635,AP-TAULI09,158.109.XXX.XXX,1749640438
1,60,0,RADIO_f37c0b6e4ea2,0,Radio 5 GHz,802.11ax,2x2:2,Up,17.0,1.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_5cf0e647a2fc,AP_80b96873a92d,635,AP-TAULI11,158.109.XXX.XXX,1749640436
0,11,1,RADIO_8dfd6fb6c73d,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,11.0,35.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_5cf0e647a2fc,AP_80b96873a92d,635,AP-TAULI11,158.109.XXX.XXX,1749640436
3,,2,RADIO_a09f9feed379,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,0,10.6.0.3_90581,Bellaterra,IP_5cf0e647a2fc,AP_80b96873a92d,635,AP-TAULI11,158.109.XXX.XXX,1749640436
1,104,0,RADIO_28010ae780f3,0,Radio 5 GHz,802.11ax,2x2:2,Up,17.0,1.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_c26002190f6f,AP_9bf23ea57680,635,AP-CIEN110,158.109.XXX.XXX,1747064141
0,11,1,RADIO_256f19094fb0,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,12.0,40.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_c26002190f6f,AP_9bf23ea57680,635,AP-CIEN110,158.109.XXX.XXX,1747064141
3,,2,RADIO_b7bc564ebf14,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,0,10.6.0.3_90581,Bellaterra,IP_c26002190f6f,AP_9bf23ea57680,635,AP-CIEN110,158.109.XXX.XXX,1747064141
1,104,0,RADIO_7fbc63d2bdcc,0,Radio 5 GHz,802.11ax,2x2:2,Up,16.0,7.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_13a87b99b279,AP_37153e4979b1,635,AP-EDBLANC41,158.109.XXX.XXX,1749217631
0,6,1,RADIO_b5211d550141,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,8.0,86.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_13a87b99b279,AP_37153e4979b1,635,AP-EDBLANC41,158.109.XXX.XXX,1749217631
3,,2,RADIO_5475bfeb5de4,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,1,10.6.0.3_90581,Bellaterra,IP_13a87b99b279,AP_37153e4979b1,635,AP-EDBLANC41,158.109.XXX.XXX,1749217631
1,140,0,RADIO_11e703baa1f9,0,Radio 5 GHz,802.11ax,2x2:2,Up,15.0,1.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_6a4b57efed75,AP_d1d76a6c5101,635,AP-LLET20,158.109.XXX.XXX,1749014808
0,11,1,RADIO_912a8b9e4fe0,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,12.0,24.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_6a4b57efed75,AP_d1d76a6c5101,635,AP-LLET20,158.109.XXX.XXX,1749014808
3,,2,RADIO_ab2638a7350e,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,1,10.6.0.3_90581,Bellaterra,IP_6a4b57efed75,AP_d1d76a6c5101,635,AP-LLET20,158.109.XXX.XXX,1749014808
1,112,0,RADIO_688f3848b7bd,0,Radio 5 GHz,802.11ax,2x2:2,Up,15.0,3.0,IAP,3,10.6.0.3_90581,Bellaterra,IP_068751b13b6b,AP_85e83c29a056,635,AP-LLET78,158.109.XXX.XXX,1748927353
0,6,1,RADIO_fbefd28087b3,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,8.0,18.0,IAP,3,10.6.0.3_90581,Bellaterra,IP_068751b13b6b,AP_85e83c29a056,635,AP-LLET78,158.109.XXX.XXX,1748927353
3,,2,RADIO_3fef39930c0c,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,3,10.6.0.3_90581,Bellaterra,IP_068751b13b6b,AP_85e83c29a056,635,AP-LLET78,158.109.XXX.XXX,1748927353
1,40,0,RADIO_ef460a6b21d1,0,Radio 5 GHz,802.11ax,2x2:2,Up,21.0,1.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_557a9d7ea568,AP_ce63cd9aef6f,635,AP-LLET22,158.109.XXX.XXX,1749015363
0,11,1,RADIO_aa48043d0d0c,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,12.0,23.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_557a9d7ea568,AP_ce63cd9aef6f,635,AP-LLET22,158.109.XXX.XXX,1749015363
3,,2,RADIO_74a40be85e82,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,1,10.6.0.3_90581,Bellaterra,IP_557a9d7ea568,AP_ce63cd9aef6f,635,AP-LLET22,158.109.XXX.XXX,1749015363
1,120,0,RADIO_190ab025764a,0,Radio 5 GHz,802.11ax,2x2:2,Up,17.0,3.0,IAP,7,10.6.0.3_90581,Bellaterra,IP_5c7fbb243fa1,AP_85821c1ada3b,635,AP-CIEN66,158.109.XXX.XXX,1747071639
0,6,1,RADIO_ceaa26b7dc45,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,11.0,34.0,IAP,7,10.6.0.3_90581,Bellaterra,IP_5c7fbb243fa1,AP_85821c1ada3b,635,AP-CIEN66,158.109.XXX.XXX,1747071639
3,,2,RADIO_3e36ffd9f302,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,7,10.6.0.3_90581,Bellaterra,IP_5c7fbb243fa1,AP_85821c1ada3b,635,AP-CIEN66,158.109.XXX.XXX,1747071639
1,136,0,RADIO_288defd09bad,0,Radio 5 GHz,802.11ax,2x2:2,Up,15.0,1.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_ec84dccf7211,AP_3a2ff9f8ad70,635,AP-TAULI12,158.109.XXX.XXX,1749640446
0,1,1,RADIO_1c6f1a77b74e,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,11.0,33.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_ec84dccf7211,AP_3a2ff9f8ad70,635,AP-TAULI12,158.109.XXX.XXX,1749640446
3,,2,RADIO_78444e0e4a01,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,1,10.6.0.3_90581,Bellaterra,IP_ec84dccf7211,AP_3a2ff9f8ad70,635,AP-TAULI12,158.109.XXX.XXX,1749640446
1,136,0,RADIO_6d4c16f5cb0f,0,Radio 5 GHz,802.11ax,2x2:2,Up,17.0,2.0,IAP,2,10.6.0.3_90581,Bellaterra,IP_b9ac89411a8d,AP_1a00f9504cc7,635,AP-SAB-CONSELL,158.109.XXX.XXX,1747181664
0,11,1,RADIO_45f450b65caf,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,11.0,48.0,IAP,2,10.6.0.3_90581,Bellaterra,IP_b9ac89411a8d,AP_1a00f9504cc7,635,AP-SAB-CONSELL,158.109.XXX.XXX,1747181664
3,,2,RADIO_c5c0b0f48378,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,2,10.6.0.3_90581,Bellaterra,IP_b9ac89411a8d,AP_1a00f9504cc7,635,AP-SAB-CONSELL,158.109.XXX.XXX,1747181664
1,64,0,RADIO_89342b222057,0,Radio 5 GHz,802.11ax,2x2:2,Up,19.0,1.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_98e25bb06c68,AP_332aab2f3da0,635,AP-SAB-S239,158.109.XXX.XXX,1747356324
0,11,1,RADIO_e8d103fd8bdb,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,11.0,41.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_98e25bb06c68,AP_332aab2f3da0,635,AP-SAB-S239,158.109.XXX.XXX,1747356324
3,,2,RADIO_b6bbfc3be1e9,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,0,10.6.0.3_90581,Bellaterra,IP_98e25bb06c68,AP_332aab2f3da0,635,AP-SAB-S239,158.109.XXX.XXX,1747356324
1,132,0,RADIO_a80e46baa947,0,Radio 5 GHz,802.11ax,2x2:2,Up,16.0,1.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_8695f91a0a40,AP_29ee11a738c4,635,AP-LLET57,158.109.XXX.XXX,1748927356
0,1,1,RADIO_e6847cedd068,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,10.0,43.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_8695f91a0a40,AP_29ee11a738c4,635,AP-LLET57,158.109.XXX.XXX,1748927356
3,,2,RADIO_14582008acc7,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,0,10.6.0.3_90581,Bellaterra,IP_8695f91a0a40,AP_29ee11a738c4,635,AP-LLET57,158.109.XXX.XXX,1748927356
1,116,0,RADIO_f9ad6462230b,0,Radio 5 GHz,802.11ax,2x2:2,Up,17.0,3.0,IAP,13,10.6.0.3_90581,Bellaterra,IP_cb287983f467,AP_14005e0febe2,635,AP-CIEN65,158.109.XXX.XXX,1747071655
0,1,1,RADIO_4bb78bab919c,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,11.0,55.0,IAP,13,10.6.0.3_90581,Bellaterra,IP_cb287983f467,AP_14005e0febe2,635,AP-CIEN65,158.109.XXX.XXX,1747071655
3,,2,RADIO_0efbc44a36b4,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,13,10.6.0.3_90581,Bellaterra,IP_cb287983f467,AP_14005e0febe2,635,AP-CIEN65,158.109.XXX.XXX,1747071655
1,140,0,RADIO_c8d85dc89714,0,Radio 5 GHz,802.11ax,2x2:2,Up,21.0,2.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_744e48dc182e,AP_85a0c0eb6c13,635,AP-DRET26,158.109.XXX.XXX,1749185669
0,6,1,RADIO_73cb101a76f9,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,12.0,19.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_744e48dc182e,AP_85a0c0eb6c13,635,AP-DRET26,158.109.XXX.XXX,1749185669
3,,2,RADIO_f55f5ea5dec7,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,1,10.6.0.3_90581,Bellaterra,IP_744e48dc182e,AP_85a0c0eb6c13,635,AP-DRET26,158.109.XXX.XXX,1749185669
1,120,0,RADIO_5d03139eb55a,0,Radio 5 GHz,802.11ax,2x2:2,Up,19.0,1.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_3b16a368e7c2,AP_2752b125d6ab,635,AP-CIEN114,158.109.XXX.XXX,1747073751
0,11,1,RADIO_1bc8857a5215,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,12.0,28.0,IAP,0,10.6.0.3_90581,Bellaterra,IP_3b16a368e7c2,AP_2752b125d6ab,635,AP-CIEN114,158.109.XXX.XXX,1747073751
3,,2,RADIO_6c1d68e6fc01,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,0,10.6.0.3_90581,Bellaterra,IP_3b16a368e7c2,AP_2752b125d6ab,635,AP-CIEN114,158.109.XXX.XXX,1747073751
1,136,0,RADIO_355d01b520f6,0,Radio 5 GHz,802.11ax,2x2:2,Up,15.0,2.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_48c57678cb5f,AP_f564d0d11ed5,635,AP-SAB-S3-007,158.109.XXX.XXX,1747181810
0,1,1,RADIO_cb4ba49c38dc,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,8.0,57.0,IAP,1,10.6.0.3_90581,Bellaterra,IP_48c57678cb5f,AP_f564d0d11ed5,635,AP-SAB-S3-007,158.109.XXX.XXX,1747181810
3,,2,RADIO_bc51a76047fc,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,1,10.6.0.3_90581,Bellaterra,IP_48c57678cb5f,AP_f564d0d11ed5,635,AP-SAB-S3-007,158.109.XXX.XXX,1747181810
1,132,0,RADIO_effc8c986a63,0,Radio 5 GHz,802.11ax,2x2:2,Up,15.0,2.0,IAP,2,10.6.0.3_90581,Bellaterra,IP_c28496a9c05e,AP_07cfd09e3159,635,AP-CIEN45,158.109.XXX.XXX,1747356292
0,6,1,RADIO_097dbd532dd1,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,11.0,34.0,IAP,2,10.6.0.3_90581,Bellaterra,IP_c28496a9c05e,AP_07cfd09e3159,635,AP-CIEN45,158.109.XXX.XXX,1747356292
3,,2,RADIO_a0253c9dcfac,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,2,10.6.0.3_90581,Bellaterra,IP_c28496a9c05e,AP_07cfd09e3159,635,AP-CIEN45,158.109.XXX.XXX,1747356292
1,48,0,RADIO_8efebc91ac59,0,Radio 5 GHz,802.11ax,2x2:2,Up,16.0,35.0,IAP,3,10.6.0.3_90581,Bellaterra,IP_d9a7ae3ea62a,AP_733f3d599acf,635,AP-ENGQUIM06,158.109.XXX.XXX,1747061598
0,11,1,RADIO_e383e6f8e2a0,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,10.0,34.0,IAP,3,10.6.0.3_90581,Bellaterra,IP_d9a7ae3ea62a,AP_733f3d599acf,635,AP-ENGQUIM06,158.109.XXX.XXX,1747061598
3,,2,RADIO_4d6959b83b53,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,3,10.6.0.3_90581,Bellaterra,IP_d9a7ae3ea62a,AP_733f3d599acf,635,AP-ENGQUIM06,158.109.XXX.XXX,1747061598
1,136,0,RADIO_9ad488c89ac4,0,Radio 5 GHz,802.11ax,2x2:2,Up,16.0,2.0,IAP,2,10.6.0.3_90581,Bellaterra,IP_667b9696b435,AP_d63c3f0de2ec,635,AP-SAB-S205,158.109.XXX.XXX,1747356321
0,6,1,RADIO_5dbf478b3a70,0,Radio 2.4 GHz,802.11ax,2x2:2,Up,10.0,48.0,IAP,2,10.6.0.3_90581,Bellaterra,IP_667b9696b435,AP_d63c3f0de2ec,635,AP-SAB-S205,158.109.XXX.XXX,1747356321
3,,2,RADIO_d341c87e1012,0,Radio 6 GHz,802.11ax,2x2:2,Down,,,IAP,2,10.6.0.3_90581,Bellaterra,IP_667b9696b435,AP_d63c3f0de2ec,635,AP-SAB-S205,158.109.XXX.XXX,1747356321
